title,url,description,date,time_crawl,text
Labour's plans are not a quick fix for UK economy,https://www.bbc.com/news/articles/c978n5ln7g3o#0,It will take well into next year before we see any impact on economic growth from these plans.,"Wed, 17 Jul 2024 14:06:53 GMT",2024-07-17 16:47:16.260089,"['The King’s Speech seeks to fix some of the plumbing, wiring and foundations of the economy to “get Britain building”.It will take well into next year before we see any impact on economic growth from these plans.In fact, the primary piece of legislation announced by His Majesty is to promote “economic stability”. This is noteworthy. Stability is not something that normally needs legislating for, but something which would be taken for granted in the UK.The plans outlined include a lot of fiddly changes to how the government makes big decisions on planning, infrastructure, housing and transport. The bottom line is to give private investors more certainty about the economy and about policy.The “Budget Responsibility Bill”, for example, is an elaborate way of saying there will never be another disastrous Liz Truss mini-Budget moment. No future chancellor will be able to wave away the judgement of the government’s independent financial forecaster the Office for Budget Responsibility (OBR) as occurred in late 2022, when Truss announced £45bn in unfunded tax cuts.The hope is that this will be such a rock of credibility and stability that investment into the UK will boom, and borrowing rates for householders, businesses and the government itself will fall back and not go back up again. Internally they call this “fixing the foundations”.', ""Follow live updates on the King's SpeechKey points in King's Speech at a glanceWhat is the King's Speech and why is it important?Watch Labour's first King's Speech: What happened in 60 seconds"", ""The OBR’s role in judging the affordability of every single policy, elsewhere in the speech, is now hard-wired. It also has an immediate role in judging whether all the other policies announced actually promote growth. This is the most power the OBR has ever had and gives it huge influence over this government's policies.Is this transformative? The government argues that stability itself is almost revolutionary after several years of rolling chaos. But does the chancellor really need legislation to prevent her from doing a Liz Truss?The really big consequence of this approach is to point to a moment this summer when the OBR will decide whether all these reforms actually will boost growth.It has previously given credit to policies that it expects to boost the economy, for example factoring in former chancellor Jeremy Hunt’s childcare policy into its growth forecasts.If the OBR does this again for Labour’s planned draft laws then it will help “improve the so called trade-offs” and there will be less pressure to cut spending or raise taxes.If the OBR does not believe Labour’s plans will boost growth significantly then it’s difficult to see how it can avoid raising taxes or detailing spending cuts at the forthcoming Autumn Budget and Spending Review.The government is using its large landslide majority to push through some politically painful changes that should boost growth longer term.It will be a wait to see if it works, and it’s currently putting a lot of emphasis on measures which may take a long time to deliver.""]"
Falling clothes prices help keep inflation rate steady,https://www.bbc.com/news/articles/ck7gzllwlmlo#0,"The cost of living rose at 2% in the year to June, in line with the Bank of England's target.","Wed, 17 Jul 2024 08:57:09 GMT",2024-07-17 16:47:16.260227,"['UK inflation held steady in June, remaining at the Bank of England\'s target rate of 2%, according to the latest official figures.Discounts on clothes in summer sales helped offset the soaring cost of hotel stays.Overall, inflation rose at 2% in the year to June, unchanged from May.It means that the cost of living is still rising but at a rate that the central bank is comfortable with, after nearly three years of above-target inflation which has squeezed household finances.The latest figures showed clothing and footwear costs fell last month, while food and drink inflation has dropped sharply from the highs of recent years.Grant Fitzner, chief economist at the Office for National Statistics (ONS), told the BBC\'s Today programme that there was a ""higher level of discounting"".The figures also showed that second-hand car costs fell but by less than the same time last year.Prices in restaurants and hotels rose more than a year ago though, putting some upward pressure on the headline inflation rate. ', 'Hotel prices jumped by 8.8% compared with the previous month, the ONS said, whereas prices in restaurants and cafes went up by 0.3% on a monthly basis.The figures also showed the costs of package holidays, cinemas, theatres and concerts were rising.', 'However, in areas like services, which include everything from restaurants to hairdressers, price increases remain persistent.That could raise questions for Bank of England policymakers over when they should begin to cut interest rates.Darren Jones, the new chief secretary to the Treasury, said that families\' budgets across Britain were still being squeezed.""We face the legacy of 14 years of chaos and economic irresponsibility. That is why this government is taking the tough decisions now to fix the foundations so we can rebuild Britain and make every part of Britain better off.""The Bank\'s base rate - which is used to help set mortgage rates and other borrowing costs - currently stands at a 16-year-high of 5.25% after it was increased in a bid to tackle soaring inflation.Its Monetary Policy Committee (MPC), which votes to set the rate, has held interest rates at this level for several months but some economists have predicted they will cut the rate at the next vote on 1 August.Leanne Morgan and her husband Gareth bought their house in Greenwich, south-east London, in 2016 when interest rates were much lower. Their five-year fixed mortgage deal came to an end this month and their new rate stands at just over 4% - pushing their mortgage payments up by £5,200 a year. ', 'Mrs Morgan said the higher mortgage payments had restricted the things they were able to do with their three older children.""We can\'t have family holidays, we\'ve not been able to do so much with the children... it affects where I shop for food, I’m always looking for discounts. We sit together, we look at what our costs are, where we can cut back and look at a budget.""She said she was optimistic, however, that the UK economy was over the worst and that better times were ahead.""I think sometimes the doom and gloom that we talk about can actually make us feel very negative,"" she said.""But if we have a good conversation about what is possible, and working with what we\'ve got, we can have a better conversation about it.""The overall inflation rate has fallen sharply since October 2022, when it peaked at 11.1%. But some of the underlying measures of inflation being watched closely by the Bank of England remain stubbornly high. Inflation in the services sector, for example, remained at 5.7% in June, while core inflation, which strips out the effects of more volatile items like energy prices, held at 3.5%. ', 'Alongside some other stronger figures for the economy in recent days, it may give some pause for thought for members of the Bank of England committee deciding interest rates next month. On Tuesday, the International Monetary Fund listed the UK among countries who might need to keep interest rates ""higher for even longer"" than originally anticipated to squeeze inflation out of the system.Markets have been anticipating that rate cuts will start on 1 August, helping fixed mortgage rates fall. The latest numbers suggest it will be a finely balanced decision.On Wednesday investors pared back bets on a rate cut taking place, saying there was about a 35% chance - down from just under 50% before the data was published.Separately, fresh official figures on the housing market helped give an insight into the costs facing both buyers and renters.They show the rate at which UK rents are rising is close to a record high, hitting 8.6% in the 12 months to June. The pace of the increase slowed very slightly on the previous month but remains well above the norm of the last 15 years or so.House prices also rose by 2.2% in the year to May, the ONS said, with the average price of a home in England now above £300,000.']"
Amazon workers narrowly reject union in historic vote,https://www.bbc.com/news/articles/c8vd72zrpr1o#0,If the GMB had won it would have been the first time Amazon recognised a union in the UK. ,"Wed, 17 Jul 2024 11:05:05 GMT",2024-07-17 16:47:16.260383,"['The GMB has narrowly lost its historic bid for union recognition at the Amazon warehouse in Coventry. Some 49.5% of workers balloted voted in favour, while 50.5% voted against. The union needed a majority to vote in favour.If the GMB had won it would have been the first time Amazon recognised a union in the UK. The online giant would have been forced to negotiate with workers on issues such as pay and conditions.In a statement, Amazon said it placed ""enormous value on engaging directly"" with staff.""We look forward to continuing on that path with our team in Coventry,"" it added.The GMB told the BBC it is considering trying again to get recognition at the Coventry site and that discussions are taking place about its strategy. The process would include persuading the Central Arbitration Committee, which is in charge of overseeing applications for recognition, that the pool of workers eligible to vote had changed.', 'The GMB, which lost by 28 votes, said its drive for recognition fell “agonisingly short” and accused Amazon of “union-busting”.It said there were “anti-union messages by company bosses, including multiple anti-union seminars” at the warehouse.It added that “the fire lit by workers in Coventry and across the UK is still burning”, and that the union would “carry on the fight”  for low paid workers.', ""The union's fight for recognition had been described as a David vs Goliath battle, with workers facing fierce resistance from the online giant.It began with a rag tag show of defiance in the summer of 2022, after Amazon offered workers a pay rise of between 35p and 50p an hour. Having toiled in warehouses during the Covid pandemic, workers said this felt like an insult, and in Coventry a small group of angry workers spontaneously walked out and protested outside the fulfilment centre. Then the GMB got involved and urged the workforce to unionise.In January 2023, with a GMB membership of just 50, Coventry workers held the first ever Amazon strike in the UK. "", 'It went on to organise a further 37 days of industrial action over the last year and by recruiting on the picket line, steadily built up its membership to more than 1,400 members out of the centre\'s estimated 3,000 plus workers.In April the union launched a legal challenge against Amazon, claiming it used underhand tactics to encourage members to cancel their union membership.On Wednesday it said that legal challenge would continue. As part of the challenge, the GMB says Amazon put up posters in fulfilment centres featuring QR codes that generated an email to the union’s membership department requesting that their membership be cancelled.Amazon responded saying that “employees were telling us they wanted to cancel their membership but could not find a way to do so, so we provided information to help. ""We have always been clear, that union membership is an employee’s personal choice.”', 'Amazon, which is one of the UK\'s largest private sector employers, with 75,000 workers, made it clear all along that it did not want to recognise a union and that it wanted to retain direct communication with its staff. After the vote on Wednesday, it further reiterated that “having daily conversations” with staff was “an essential part of our work culture”.“We value that direct relationship and so do our employees. This is why we’ve always worked hard to listen to them, act on their feedback, and invest heavily in great pay, benefits and skills development,"" the firm added.The GMB says it is surprised by what it sees as the fearlessness of an overwhelmingly immigrant workforce, many of whom arrived recently from South Asia. Union organisers estimate that as little as 5% of the Coventry employees are British born and its campaign leaflets were translated into 12 different languages. They say that in the beginning many were frightened to get involved but as the strikes wore on, and people saw that workers who’d joined picket lines weren’t facing disciplinary action, their confidence grew.The union is hopeful that the government will strengthen their power to organise. Labour has promised legislation in today\'s King\'s Speech to make it easier for unions to win recognition ballots by lowering the required threshold for victory and to make it easier for union officials to recruit in workplaces.', 'The general secretary of the Trades Union Congress, Paul Nowak, said that despite taking on one of the ""world\'s largest corporate giants"", the Coventry union members ""only narrowly missed out"" on securing recognition.""With Labour set to usher in a new era of stronger workers’ rights, companies like Amazon are on the wrong side of history,"" he added.But Gregor Gall, a professor of industrial relations at Glasgow university, questioned whether GMB had the resources to take the fight to other Amazon centres.""The cost of union organising is very high. The GMB had officers working full time on it. We won\'t necessarily see organising drives elsewhere,"" he said.Professor Gall\'s caution is understandable considering what has happened in the United States. In 2022 Amazon workers at its Staten Island warehouse in New York became the first in the US to win union recognition. Two years on, the company has still not sat down to negotiate with the union and continues to fight legal challenges to the vote.']"
Musk to move SpaceX and X HQ over gender identity law,https://www.bbc.com/news/articles/c1vd097z7rvo#0,Mr Musk wants to move his two high-profile firms from California to Texas over controversial new law.,"Wed, 17 Jul 2024 09:35:33 GMT",2024-07-17 16:47:16.260504,"['Billionaire Elon Musk has said he will move the headquarters of two of his most high-profile companies, rocket firm SpaceX and social media platform X, from California to Texas.He said the move was due to recent laws passed by the state - in particular a new law which prevents schools from making rules requiring staff tell anyone, including parents, information about a child\'s gender identity.A spokesperson for the governor said the law keeps ""children safe while protecting the critical role of parents"".But Mr Musk called it ""the last straw"" in a post on his social media platform. The billionaire previously moved Tesla\'s headquarters to Texas in 2021 and he is a resident of the state - which has no income tax.The issue of what schools should tell parents about their children\'s gender identities has become a major topic of debate in the US.LGBTQ advocates say students have a right to privacy, but others argue parents have a right to know what is happening with their children. ""It protects the child-parent relationship by preventing politicians and school staff from inappropriately intervening in family matters and attempting to control if, when, and how families have deeply personal conversations,"" Brandon Richards told the Associated Press. Mr Musk, who has a transgender daughter, has previously said he ""supports trans"" while expressing impatience with pronouns - calling them an ""aesthetic nightmare"".The billionaire\'s daughter Vivian Jenna Wilson filed to cut ties with him in 2022.She said she no longer wanted to ""be related to my biological father in any way, shape or form"" when applying to legally change her name and gender.', 'Last year, Mr Musk said he would lobby to criminalise transgender medical treatment.""Because of this law and the many others that preceded it, attacking both families and companies, SpaceX will now move its HQ from Hawthorne, California, to Starbase, Texas,"" he said in a post on X on Tuesday, noting that he had previously expressed his opposition to the bill.California Governor Gavin Newsom criticised Mr Musk\'s decision on social media. “You bent the knee,” he posted, along with a screenshot of a 2022 post from Donald Trump which said Mr Musk would ""drop to [his] knees and beg"" if he asked.', 'States have historically competed aggressively to woo companies to establish headquarters, bringing with them high-paying corporate jobs. SpaceX, which employs more than 5,000 people in California, according to state records, also already has a large base of operations in Texas. In response to Mr Musk\'s pledge, Greg Abbott, governor for Texas, said: ""This cements Texas as the leader in space exploration.""Neither SpaceX nor X responded to requests for comment about whether the decision to move headquarters would lead to job cuts in California. The move comes after Mr Musk formally endorsed Donald Trump for president following the assassination attempt on him on Saturday.The Wall Street Journal reported on Tuesday that Mr Musk would be directing $45m a month toward his campaign.Mr Musk responded on X with a meme implying the report was false, though he later seemed to suggest there was some truth to the claim by responding positively to a post claiming he was pledging millions of dollars to help Trump get elected.Additional reporting by Liv McMahon.']"
Five big problems the Starmer government has to fix,https://www.bbc.com/news/articles/c1e5pw1qpx8o#0,There are some big and immediate challenges the new government will find hard to ignore.,"Wed, 17 Jul 2024 11:29:12 GMT",2024-07-17 16:47:16.260634,"[""The new government has used its first King’s Speech to set out its priorities for the year ahead.The draft legislation covers areas including housing, workers' rights and green energy.But some big challenges, which Labour says it has inherited, have not been directly addressed in the King's Speech. "", ""Decisions on pay rises for NHS staff, teachers, police and prison guards in England have to be taken by the end of this month, when the official public sector pay review process for 2024-25 must be concluded.The Institute for Fiscal Studies (IFS) estimates that the government would need to find at least an extra £7bn per year to prevent the wages of these public sector workers falling further behind their counterparts in the private sector.Data from the IFS shows that while average private sector inflation-adjusted wages are around 4% higher than in 2010, public sector wages are still around 2.5% lower.The average pay for nurses is down 6.5% over that time, teachers’ wages are 9% lower and doctors' 15% lower.Finding £7bn per year extra would be very challenging given the government’s chosen fiscal rules, which restrain its spending and taxation powers.But if it fails to do this, it could find its targets to recruit more teachers and nurses even harder to achieve - or even risk provoking further public sector strikes."", ""Local authorities in England are in a financial crisis. Five have gone into effective bankruptcy since the start of 2023, forcing deep cuts to local services.And this situation is set to worsen.A survey of local authority leaders by the Local Government Information Unit earlier this year found around 28 local authorities - about one in 10 - were likely to have to effectively declare bankruptcy this financial year (2024-25). And around half, or 160, said they were likely to go bust during this Parliament unless local government funding is reformed.Ministers could give struggling councils a direct financial top-up to keep them afloat. But that would be expensive for the Treasury.They could allow local authorities to increase council tax even further. They might also allow them to reduce the local services they are required by law to offer, such as social care, children's services and libraries.But neither of those two options is likely to be popular among local residents."", ""Follow live updates on the King's SpeechWhat is the King's Speech and why is it important?Who is Black Rod and what do they do in Parliament?"", 'The £9,250 per year tuition fee that universities in England can charge domestic students has been frozen in cash terms since 2017, contributing to a reduction in the inflation-adjusted income per student for universities of around 18% over the past decade, according to the IFS.Had fees increased using the RPIX measure of inflation, they would now be more than £14,000 a year.This, combined with a recent fall in income from foreign students, has led to warnings from the Higher Education Policy Institute that there is a “real risk” a university could go bankrupt in 2024.Do ministers allow universities to generate more income by raising the tuition fee? That would not go down well with students.Or do they signal that the government will allow universities to recruit more lucrative overseas students who pay uncapped tuition fees - and risk criticism from those who want to see a large reduction in net migration?', 'Prisons in England and Wales had just 1,451 places available at the end of last week, meaning they are 98% full, according to Ministry of Justice data.The government has decided that from September there will be temporary early release for some prisoners when they have served just 40% of their sentence to relieve the pressure.But experts warn that will only create short-term breathing space for the system.The bigger policy choice for the government is whether to step up the prison building programme to cope with the demand for places - at a considerable cost for the Treasury - or seek to reduce the prison population through permanent sentencing reform, which some would likely characterise as ""soft on crime"". ', 'Thames Water’s latest report for the year to March 2024 revealed it has debts of £15.2bn, which it is struggling to repay. It only has sufficient cash to last until May 2025.If Thames fails it will likely go into a government “special administration” regime  - a form of temporary nationalisation - in order to ensure some 16 million households in the South East of England keep getting their water.Does the government wait and hope the situation improves and the company can raise the private sector money it needs to keep going? Or should it grasp the special administration nettle earlier?The risk of waiting is the ultimate cost of the rescue process to the taxpayer could end up being higher. And the crisis could potentially spread to other private water companies with weak finances.', 'Additional reporting by Daniel Wainwright, Pilar Tomas and Phil Leake.', 'What do you want BBC Verify to investigate?']"
UK banking giant HSBC names new chief executive,https://www.bbc.com/news/articles/c51yp5z3w21o#0,Georges Elhedery joined Europe's biggest lender in 2005 and is currently the firm's finance chief.,"Wed, 17 Jul 2024 06:03:50 GMT",2024-07-17 16:47:16.260755,"['UK-based banking giant HSBC has announced that 50-year-old Georges Elhedery will be its next chief executive.It comes after current CEO Noel Quinn unexpectedly announced in April that he was retiring from the bank.Mr Elhedery joined HSBC in 2005 and is currently the firm\'s finance chief. He is expected to take up his new role from 2 September.""[Mr Elhedery] is an exceptional leader and banker who cares passionately about the Bank, our customers, and our people,"" HSBC\'s chairman Sir Mark Tucker said in a statement.“I am deeply honoured by the trust placed in me to lead this great institution into the future,"" Mr Elhedery said. In his time at HSBC Mr Elhedery has held several roles, including being the co-head of the business that houses its trading and investment banking advisory operations.Mr Quinn, who has worked at HSBC for 37 years, was first appointed as its chief executive on an interim basis in 2019, after his predecessor John Flint was ousted from the role.In March 2020, he took the reins of HSBC on a permanent basis.Mr Quinn oversaw the sale of several of the bank\'s businesses around the world.HSBC recently completed the sale of its operations in Canada and announced plans to do the same with its business in Argentina.The sales were part of efforts by the London-based bank to focus more on faster-growing markets in Asia.He also steered HSBC through the pandemic and fought off pressure from a major shareholder to break up the 160-year-old lender.The attempt to spin off the bank\'s Asia assets was a sign of the challenges faced by HSBC at a time of increased tensions between the US and China.In April, the lender reported a 1.8% drop in profit for the first three months of 2024, compared to the same time last year.The company said its pre-tax profit for the period came in at $12.7bn (£9.8bn), which was a little better than expected by market analysts.HSBC is due to announce its financial results for the second quarter at the end of this month.']"
China tycoon Guo convicted in US over $1bn scam,https://www.bbc.com/news/articles/ce78gkd7pgjo#0,Prosecutors said cash raised from businessman's online followers was used to fund his lavish lifestyle.,"Wed, 17 Jul 2024 01:11:13 GMT",2024-07-17 16:47:16.260873,"['Self-exiled Chinese businessman Guo Wengui has been convicted by a US court of defrauding his online followers in a billion-dollar scam.He was found guilty on nine of the 12 criminal counts he faced, including racketeering, fraud and money laundering.Guo\'s sentencing has been scheduled for 19 November, when he could face decades behind bars. He has been in prison since his arrest in March 2023.He is a critic of the Chinese Communist party and was an associate of Stephen Bannon, an ex-White House chief strategist under former president Donald Trump.Guo goes by several aliases, including Miles Guo, Miles Kwok and ""Brother Seven"". He was named as Ho Wan Kwok when he was indicted in 2023.Prosecutors said Guo raised more than $1bn (£770m) from online followers, who joined him in investment and cryptocurrency schemes between 2018 and 2023.The money he raised was used to fund Guo\'s lavish lifestyle which included a 50,000 square foot mansion, a $1m Lamborghini and a $37m yacht, they said.""Thousands of Guo\'s online followers were victimised so that Guo could live a life of excess,"" the US Attorney in Manhattan, Damian Williams, said after the verdict.', ""Guo's political activism and his links to high-profile, right-wing US politicians and activists earned him hundreds of thousands of online followers, most of them Chinese people living in Western countries.Guo's lawyers tried unsuccessfully to sway the jury by saying their client was not driven by money.Instead, they portrayed him as a fervent opponent of China's political system and his ostentatious lifestyle was a critique of the Chinese Communist Party.After his arrival in the US in 2017, Guo's outspoken opposition to China's rulers inspired several ventures with Bannon.They appeared frequently together in online videos, and in 2020 they launched a campaign called the New Federal State of China, with the goal of overthrowing the Chinese Communist Party.Later that year, Bannon was arrested over an unrelated fraud case while on Guo's yacht in Connecticut. He was later pardoned by then-president Donald Trump.Bannon is currently serving a four-month sentence for contempt of Congress.""]"
"Interest rates could stay higher for longer, warns IMF",https://www.bbc.com/news/articles/czrjpp494m2o#1,"Inflation is proving persistent in some countries, the fund says, making it trickier for rates to be cut.","Tue, 16 Jul 2024 15:17:31 GMT",2024-07-17 16:47:16.260990,"['Countries including the UK and the US are ""seeing some persistence” in inflation that might mean interest rates have to stay “higher for even longer”, the International Monetary Fund (IMF) has warned. The body also said elections across the world had increased ""uncertainty"" over economic growth amid concerns over ""significant swings"" in policy from new governments.The IMF maintained its forecast that the world economy will grow by 3.2% in 2024, but pointed towards slightly stronger growth in 2025 at 3.3%.It also confirmed an upgrade to the UK\'s outlook for 2024 to 0.7%, but kept its forecast for 2025 unchanged. It comes ahead of fresh UK inflation figures on Wednesday, which could help to determine whether the Bank of England cuts interest rates next month.The Bank has repeatedly put up interest rates to try to control inflation, creating pain for borrowers. Rates are currently at a 16-year high of 5.25%.UK inflation - which measures the pace of price rises - has fallen sharply since last year to 2%, in line with the Bank of England\'s official target. However, price rises in the important services sector remain high.IMF chief economist Pierre Olivier Gourinchas said the UK was “in some ways similar” to the US in terms of sticky inflation.In its latest outlook update, the IMF said: ""The momentum on global disinflation is slowing, signalling bumps along the path.""The risk of elevated inflation has raised the prospects of higher-for-even-longer interest rates, which in turn increases external, fiscal, and financial risks.""However, on markets for UK government debt, the effective interest rate on a two-year gilt fell below 4% for the first time this year. This suggests increasing optimism that rates will be coming down soon.This is likely to continue the brewing mortgage price war, with fixed rates coming down even before the Bank makes its next rates decision on 1 August. ', 'While the IMF raised its global growth outlook for next year slightly, its forecast for  US growth in 2024 was downgraded to 2.6%, below the 2.7% forecast in April, due to a ""slower-than-expected start to the year"".The IMF said political uncertainty linked to elections around the world could affect its projections.It said it was “too early” to assess the economic policies of the new Labour government, but noted that some of Sir Kier Starmer\'s plans were in keeping with the IMF’s detailed advice in its annual review of the British economy.Separately it said that the “direction of travel” on US borrowing was of concern, as America\'s national debt continues to rise.Higher public borrowing tends to drive up government borrowing costs which can have a knock-on effect on mortgage rates and other consumer loans.     ""The potential for significant swings in economic policy as a result of elections this year, with negative spill-overs to the rest of the world, has increased the uncertainty around the baseline,"" the IMF said.It added that a rise in trade barriers such as export restrictions and tariffs also posed a risk to the global economy. More than 3,000 such measures were brought in last year, up from an already-high level of 1,000 in 2019.The IMF said these policies could trigger retaliation and a ""costly race to the bottom"".""We see an explosion in the number of trade restrictive measures,"" said Mr Gourinchas.""One concern we have is that going forward, this will weigh down on global activity.""']"
Avanti West Coast talks over 'unacceptable performance',https://www.bbc.com/news/articles/clwy9x1py8vo#1,The operator was called in to meet Labour's new transport secretary to discuss its poor performance.,"Tue, 16 Jul 2024 22:20:07 GMT",2024-07-17 16:47:16.261140,"['The boss of train operating company Avanti West Coast was ""summoned"" to talks with the new transport secretary over the company\'s ""unacceptable performance"".Louise Haigh demanded ""immediate action"" in a meeting with its managing director, Andy Mellors on Tuesday after figures showed its passengers faced some of the worst travel disruption in the country.It was the first of a series of meetings with the worst performing train firms, with railway operator Network Rail also attending.A spokesperson for Avanti said the talks between Mr Mellors and Labour\'s transport secretary were ""constructive"".', 'Calls have been made to strip Avanti West Coast of its operating contract, which was awarded by the previous Conservative administration in September last year, with Ms Haigh\'s predecessor Mark Harper claiming the company was ""back on track"".According to Office of Rail and Road figures, Avanti had the third worst reliability of all operators in Britain in the year to the end of March, with the equivalent of one in 15 trains (6.9%) cancelled, which included services being scrapped before 22:00 the night before due to crew shortages.The operator runs trains on the West Coast Main Line between London Euston and Glasgow Central, with branches to Birmingham, North Wales, Liverpool, Manchester and Edinburgh.Its contract has a maximum term of nine years, but can be terminated at any point after three years with three months\' notice.The Department for Transport said the meetings were part of a ""concerted new effort to bring together track and train and hold both sides accountable"" and to improve standards.Transport secretary Ms Haigh said she ""demanded immediate action to raise standards"" at Avanti and Network Rail.""Through bold action to move fast and fix things, we can make sure passengers get the service they deserve with the biggest overhaul to our railways in a generation,"" she added.The government has plans to nationalise nearly all passenger rail services within five years by bringing passenger rail contracts which are currently operated by private train companies, into a new arms-length body Great British Railways when they expire. The legislation required to create GBR is widely anticipated to be announced in Wednesday\'s King’s Speech.Former Conservative transport secretary Mr Harper has previously claimed Labour\'s plans were ""unfunded"".An Avanti West Coast spokesperson said during the meeting its boss outlined ""the issues which are unique to us as well as those affecting the industry a whole"".""It was a constructive session, and we look forward to holding more discussions on how we make further improvements to the railways in the coming months,"" a statement added.']"
Harland & Wolff ‘reworks’ call for government help,https://www.bbc.com/news/articles/cz9dr7yp8vvo#1,The shipyard proposes a deal for a standard 80% loan guarantee to give the firm financial stability. ,"Wed, 17 Jul 2024 15:06:09 GMT",2024-07-17 16:47:16.261274,"['The government is committed to the maintenance of shipbuilding in Northern Ireland, the secretary of state has told BBC News NI.Hilary Benn was speaking after a report that the Harland and Wolff shipyard will not receive a government loan guarantee.Mr Benn did not comment directly on the guarantee application other than to describe it as ""commercially sensitive.""Harland and Wolff is seeking the loan guarantee to help stabilise its finances.It said it has not received any decision and ""continues to provide information and updates on a regular basis to facilitate government in its decision-making process.""', 'Mr Benn said: ""The government is very seized of the issue in relation to Harland and Wolff"".""We want shipbuilding to remain in Belfast, in Northern Ireland which has such a proud tradition,"" he said.', 'The company wants to take on £200m of new borrowing to refinance an £90m high interest loan and invest in its operations as it scales up ahead of a major Royal Navy contract.It is seeking to borrow from a consortium of UK banks, but needs the government to act as guarantor - meaning if the loans were to go bad the state would step in to repay the lenders.The Financial Times said the new government considers it would be ""irresponsible"" to offer the guarantee to the heavily loss making firm.', 'There was some confusion on Wednesday about whether the firm has ""reworked"" its application to seek an 80% guarantee rather than one covering 100% of any loan.On Tuesday evening, the firm released a statement saying the government had been offering a 100% guarantee.But in March it raised concerns about ""honouring that 100% level.""The statement added: ""Consequently, we have proposed a reworked deal at the standard 80% guaranteed level, that has been awarded to hundreds of other companies.""However, on Wednesday, a company spokesperson told the BBC: ""We have not reworked anything.""', 'They added that the application had always been on basis of 80% and it was ""the former government which offered 100%.""In May, the former trade minister Greg Hands was asked a parliamentary question about whether any ministers or officials in his department had unilaterally proposed a 100% guarantee to any company.He said: ""The Department of Business and Trade has not unilaterally proposed a 100% guarantee to any company.""The BBC has asked the company for further clarification.', 'The head of the Unite trade union, Sharon Graham, described the shipyard as of ""strategic importance"".She said: ""Our members have demonstrated their ability to win and deliver national strategic shipbuilding projects. ""Unite will do whatever it takes to defend our members and the shipbuilding sector,” she said.Harland and Wolff was bought out of administration in 2019 and in 2022 was part of the consortium which won a major contract to build three Royal Navy support ships.The company has had to invest significantly to prepare for that work which has contributed to its losses.']"
Fujitsu witness had limited Horizon knowledge - inquiry,https://www.bbc.com/news/articles/c250e8r7x4vo#1,"Security analyst Andy Dunks gave evidence in dozens of cases despite ""limited"" Horizon knowledge.","Tue, 16 Jul 2024 17:27:56 GMT",2024-07-17 16:47:16.261391,"['Fujitsu IT security analyst Andy Dunks gave witness statements in dozens of cases against Post Office sub-postmasters despite saying he had ""limited"" knowledge of how the Horizon system worked, an inquiry has heard. His statements helped to secure the convictions of some of the highest-profile sub-postmasters, including Seema Misra, Jo Hamilton and Lee Castleton.They were among 700 convicted by the Post Office based on evidence from the flawed computer system Horizon, in what has been described as one of the biggest miscarriages of justice in British legal history.An inquiry into the scandal heard how other Fujitsu employees were reluctant to give witness statements.', 'On Tuesday, the inquiry heard Mr Dunks was a member of the Fujitsu post office security team, described as an ""analyst"", although he admitted having little technical training or knowledge of the Horizon system. He is still employed by the company.He left school at 16, studied electronics at college and worked as a builder before joining ICL, which later became Fujitsu.His initial role on the Horizon team was supervising the machine which produced cryptographic keys to secure Horizon machines.But his duties soon expanded to providing witness statements in cases accusing sub-postmasters of theft and false accounting. This involved extracting audit record query data – detailing what keys had been pressed within Post Office branches – and records of calls to the Horizon helpdesk.One of his colleagues, who was more directly involved with the helpdesk queries, was not willing to give evidence as, according to Mr Dunks, she found the process ""a bit daunting"".And in Mr Dunks’ witness statement, he said that after the case of Mr Castleton case in 2006, the manager of the Software Support Centre (SSC) team Mik Peach “did not want any of his team to go to court"".Mr Peach sent an email after the trial saying ""the SSC [Software Support Centre, which operated the helpdesk] is NOT in position to undertake this role"".But Mr Dunks did provide witness statements, compiling them from pre-drafted paragraphs identified by capital letters, assembled following instructions from the Post Office. He was not able to tell the inquiry who originally drafted them.These covered the operation of the Horizon IT helpdesk, which he admitted having little knowledge of.In Mrs Misra’s case and others, he told courts that the numerous calls put in by sub-postmasters were not a sign that the counters were not working properly.Mrs Misra was eight weeks pregnant with her second child when she was sentenced to 15 months in prison in 2010.When giving opinions about helpdesk matters, Mr Dunks said he informed himself by conversations with SSC staff, often face-to-face, but that these conversations were not recorded by him.He was asked by barrister Flora Page if he was covering for the SSC ""because they were not prepared to stand up and defend Horizon in court"".“No, that’s not how it worked,” he replied.', 'During the hearing Mr Dunks was presented with emails which appeared to show the Fujitsu team taking a light-hearted approach to the prosecutions.In 2006, before he gave evidence in the Mr Castleton\'s case, his boss Peter Sewell wrote: ""That Castleton is a nasty chap and will be all out to rubbish the Fujitsu name. It’s up to you to maintain absolute strength and integrity no matter what the prosecution throw at you.""""Thank you for those very kind and encouraging words,"" replied Mr Dunks. ""I had to pause half way through reading it to wipe away a small tear.""Former sub-postmaster Mr Castleton was made bankrupt by the Post Office after a two year legal battle.At the inquiry, Mr Dunks denied that he was being sarcastic or joking, and said his manager was just trying to put him at ease.In 2002, the year he joined the security team, Mr Dunks was copied into an email from a Fujitsu staffer, Martin Riddell, congratulating the team on providing a witness statement to help to secure a conviction.""If I was a caring sharing manager I would buy a drink for everyone involved. But I\'m not. So I won’t,"" Mr Riddell wrote.']"
