title,url,description,date,time_crawl,text
Coroner 'feared for my family' in kidnap plot,https://www.bbc.com/news/articles/cjjw9w4v0j7o#1,Lincoln Brookes becomes tearful in court as he details the effect an alleged plot had on him.,"Wed, 17 Jul 2024 14:22:36 GMT",2024-07-17 16:47:11.884664,"['A coroner became tearful in court as he explained how an alleged kidnap plot made him ""fearful for the safety of my family"".Lincoln Brookes said upon hearing a group had stormed Essex Coroner\'s Court in Chelmsford while he was on his way there, he ""started driving home as fast as I could"".It followed a series of letters sent by an ""anti-establishment group"" that contained ""human matter"" including blood, a trial heard.Mark Christopher, 58, Matthew Martin, 47, Shiza Harper, 45, and Sean Harper, 38 - from Essex and east London - deny plotting to abduct Mr Brookes.', 'The defendants are accused of using ""self-conferred"" legal powers in an attempt to ""close down the courts"" in Essex.', 'The trial has been shown a video of the group wearing hi-vis jackets and carrying handcuffs as they entered courtroom two at Seax House in Chelmsford.Allister Walker, prosecuting, said it was only ""by chance"" that Mr Brookes was not present when the kidnap plot was carried out.', 'Giving evidence at Chelmsford Crown Court, Mr Brookes said he was alerted to the break-in by his colleague, area coroner Michelle Brown.""She warned me that... these are the people who are in that letter and they are coming to get you,"" he told the jury.""Because of what she said I turned around and started driving home as fast as I could because I was fearful for the safety of my family.""Becoming tearful in the witness box, Mr Brookes added: ""I pulled over, in fact, because I was a bit upset"".Ms Brown said the group, upon entering her courtroom, accused her of ""interfering with the dead"".""I was very afraid. They clearly were not bothered by any authority,"" she told the jury.""I said: \'You can have the court, take the court but please don’t hurt me, don’t hurt us – let us go\'."" ', 'Mr Brookes, the senior coroner for Essex, said he received a series of letters between March 2022 and April 2023 that were ""very bizarre"".One of the 25-page letters was covered in fingerprints and photocopies of ""human matter"" including DNA, saliva, hair and blood, Mr Walker said.Mr Brookes said the writing within the letters was ""gobbledegook, gibberish"".""The grammar and syntax of it was written in a way that did not represent normal English,"" he told the jury.They included alleged accusations of Mr Brookes being a ""detrimental necromancer"" who was ""under the penalty of perjury"".""I thought this was odd, to say the least,"" Mr Brookes added.', 'Further correspondence demanded that Mr Brookes should pay £1.3m to Mr and Mrs Harper or ""be sentenced to seven years behind bars"".Mr Brookes said he was ""troubled"" by the ""upsetting"" nature of the letters and believed them to be ""a serious threat"".Sean and Shiza Harper, from South Benfleet in Essex, and the other defendants all deny conspiracy to kidnap and conspiracy to commit false imprisonment.Mr Martin, from Plaistow, east London, also denies assault by beating and criminal damage.Mr Christopher, from Forest Gate, east London, has pleaded not guilty to a further charge of sending a letter or email with intent to cause distress of anxiety.The trial continues.', 'Follow Essex news on Facebook, Instagram and X. Got a story? Email eastofenglandnews@bbc.co.uk or WhatsApp us on 0800 169 1830']"
Stormzy and Maya Jama announce split,https://www.bbc.com/news/articles/c1dm3mynz4go#1,"The rapper and Love Island presenter say they have ""decided to call it quits"" but ""are still friends"".","Wed, 17 Jul 2024 10:43:26 GMT",2024-07-17 16:47:11.885002,"['Stormzy and Maya Jama have announced they have split up.The rapper and Love Island presenter shared a joint statement on Instagram, saying they had been trying to make their relationship work since they got back together last year. ""We tried, and it didn\'t work, and that\'s okay,"" they said.The post started: ""We\'ve been laughing whilst drafting this because we never, ever, in a million years thought we\'d be the couple announcing a breakup.""But for the sake of clarity and, more importantly, to allow us the space and grace that\'s needed for us both to be able to navigate this next bit of our lives with peace, we thought it might be best to.""The pair said they fell ""madly in love in 2014"" before breaking up five years later.""We decided to try for the final time in August 2023, and we\'ve spent this past year trying our best to make it work; however, we recently decided to call it quits,"" they said.""We were 21 and 20 when we first met - both at the beginning of our careers - and spent five years growing together and then five years growing separately, so this final attempt required a whole lot of figuring out, relearning, and unlearning.""The pair added that they would remain friends, and asked for people ""not to cause a fuss"" if they see them catching up if they cross paths in the future at events like the Brit Awards.""We still think the absolute world of each other, we still care and respect each other, we are still grateful for the time we\'ve had together, and we are still friends and will always be friends.""The post ended: ""We\'re kindly asking for the grace to let both of us keep it moving and not be bothered about it (we highly doubt this\'ll work, but we\'re still kindly asking anyway).""Love you guys and thank you for all the love you\'ve showered us with, it\'s been beautiful.""']"
DIY kits may see million more cervical-cancer tests,https://www.bbc.com/news/articles/cjk3z57nd1do#1,"One million more women would have life-saving checks if the NHS adopted self-testing, researchers estimate.","Wed, 17 Jul 2024 00:44:48 GMT",2024-07-17 16:47:11.885166,"['More than one million extra women could have life-saving cervical-cancer checks if the NHS adopted do-it-yourself testing, researchers estimate.The team at King’s College London said the results of its self-testing trial were “fantastic” and “gave power to women”.The kits are like a Covid swab but longer and are posted to a lab for analysis.The NHS called the findings extremely positive and is assessing whether to roll out the scheme.', 'There are more than 3,000 new cases of cervical cancer in the UK each year. The cervix is the small opening joining the top of the vagina to the base of the womb.', 'Women are invited for cervical-cancer screening – what used to be known as the smear test – every three to five years between the ages of 25 and 65.But about 4.6 million women in England – nearly a third of those offered screening – do not come forward.“Cervical cancer screening has been in decline for the last 20 years,” a senior consultant on the trial, Mairead Lyons, said.""Many women will describe it as an uncomfortable experience [or they are] too busy, embarrassed or afraid of the physical experience of it.""The YouScreen trial is the first time self-testing has been offered as part of cervical-cancer screening in the UK.Women, and people with a cervix, were offered a self-testing kit in one of two ways:If they were six months overdue for screening and went to their GP for any reason, their doctor would be automatically alerted and offer a kitIf they were 15 months overdue for screening, a kit was sent to their home address', 'The kit contains a long cotton-wool bud, used to swab the lining of the vagina for about 20 seconds.This is sent to a laboratory to test for human papillomavirus (HPV) which causes most cervical cancers.If this is positive, they are invited for a further test to see if any cells in the cervix have started the journey to becoming a cancer.The trial ran in five London boroughs, in 2021, and 27,000 test kits were offered.The results, published in eClinicalMedicine, showed:56% completed tests offered by their GP 13% completed tests posted to their homeIf these results were replicated across the whole of England, the researchers estimate it would increase the proportion screened from 69.9% to 77.3% - about one million extra women over a three-year screening cycle.The trial also showed self-testing reached women irrespective of their ethnicity or wealth.', '“I am so excited by it,"" Ms Lyons told me.""I’ve spent over 30 years in the health service and this is fantastic.""Dr Anita Lim, from King’s College London, said: “Self-sampling has been hailed as a game-changer for cervical screening - and we now have evidence in a UK population to show that it really is.” Self-testing is already offered in Australia, the Netherlands, Denmark and Sweden.NHS England screening and vaccination director Deborah Tomalin called the trial results “extremely promising”.“The NHS will now be working with the UK National Screening Committee to consider the feasibility of rolling this out more widely across England,” she said.', 'Meanwhile, the HPV vaccine is cutting cervical cancer by nearly 90%.And Prof Peter Sasieni, who was also involved in the self-testing trial, said young women who had had the HPV vaccine in childhood may need only one to three cervical cancer screenings in their lifetime. No changes to the screening programme for vaccinated women have yet been made so the advice is to attend when invited for screening.But he added: ""Unfortunately, women born before 1990 are unlikely to benefit from the HPV vaccine, so regular screening is vitally important to protect those who have not been vaccinated.""', ""vaginal bleeding that's unusual for you – including during or after sex, between periods or after the menopause - or heavier periods than usual changes to vaginal dischargepain during sex or in the lower back, lower tummy or between the hip bones (pelvis)Source: NHS""]"
Relatives make 200 morgue abuse compensation claims,https://www.bbc.com/news/articles/c250e0p3g3do#1,David Fuller was jailed in 2021 after he abused at least 100 female bodies in two hospital morgues.,"Wed, 17 Jul 2024 11:26:23 GMT",2024-07-17 16:47:11.885486,"['More than 200 relatives of people abused by necrophiliac killer David Fuller have made claims for compensation.Fuller, of Heathfield, East Sussex, was jailed in 2021 after a trial which heard he had filmed himself abusing at least 100 female bodies in two Kent hospital morgues over 12 years.Family members of his victims have applied for compensation through a voluntary scheme run by Maidstone and Tunbridge Wells NHS Trust and the Department for Health and Social Care.Miles Scott, chief executive of the trust, told a local council committee that NHS Resolution was working through the claims.', ""Fuller's crimes came to light in December 2020 after he was arrested for murdering Wendy Knell and Caroline Pierce in 1987.A search of Fuller's home revealed he had hoarded millions of indecent images and videos of children and extreme pornography on hard drives, floppy discs, DVDs and memory cards in his loft and spare room.Two of the drives were hidden in a box, which was screwed to the back of a chest of drawers and placed inside a wardrobe. On these drives officers found footage Fuller had recorded of himself abusing corpses in the morgues."", ""Folders, some labelled with the names of the victims, contained images and videos of him molesting female bodies, including three children, between 2007 and November 2020.The offences were committed at mortuaries in the now-closed Kent and Sussex Hospital, and its successor, the Tunbridge Wells Hospital at Pembury.Mr Scott told Kent County Council's Health Overview and Scrutiny Committee that some of the  compensation claims had been resolved but a number were yet to be completed."", 'He said there was now CCTV coverage of the hospital mortuary\'s corridors and CCTV which covered the fridge doors.He added the cameras would not be able to capture the process of a post mortem.Mr Scott said: ""Some families have chosen that they still want support and we will provide that but we\'ve heard very loud and clear that some didn’t want to keep hearing from us.""There’s a range of views about the scheme and we’ve worked very hard to make sure that we are supportive of the families.""The compensation scheme closed in April 2024.Fuller was given two whole-life tariffs for murdering Ms Knell and Ms Pierce.He was also sentenced to 16 years for abusing more than 100 dead women and children in the mortuaries.The final report from an inquiry into his crimes will be published later this year.', 'Follow BBC Kent on Facebook, on X, and on Instagram. Send your story ideas to southeasttoday@bbc.co.uk.']"
Top restaurant owners blackmailed over fake reviews,https://www.bbc.com/news/articles/c51ypp5dxe5o#1,The owners are targeted by criminals who say they will flood the restaurants' online listings with fake one-star reviews.,"Wed, 17 Jul 2024 05:35:35 GMT",2024-07-17 16:47:11.885613,"[""A small chain of independent restaurants is being blackmailed by criminals who have said unless they are paid thousands of pounds they will flood the restaurants' online listings with fake one-star reviews.Chef Andy Sheridan and his business partner Sam Morgan own and run five restaurants across the North West and Midlands, with a sixth preparing to open in North Wales.The criminals threatened the business through its WhatsApp booking service demanding payment of £2,000 or they would share fake reviews.  The pair initially ignored the demands before the individuals shared a one-star review to prove they could do it."", 'Speaking to BBC Radio 4\'s You and Yours, Mr Morgan said: ""This is just classic fraudster tricks. ""The weapon is fear - ultimately we are a small independent business - yes we have got six or seven restaurants but actually underneath it all we are just two lads trying hard to make a living, we are not a multi-million organisation, we don\'t have the resources that tackle these things.""Each of the restaurants in the group being targeted were high profile and well-known in their areas. Restaurant 8 in Liverpool has 3 AA Rosettes, The Bracebridge in Birmingham,\xa0Black and Green in Worcestershire,\xa0Restaurant OXA in Wirral which has two AA Rosettes, and the soon to open Dishes in Prestatyn, north Wales.Mr Morgan decided to try and find out as much as he could about who was targeting them. He said he began to ""play along"" and over the course of a few days had back and to messages with the individuals, asking how he would make the payments, the criminals said at first through an international money agent, until they settled on using a PayPal account. ""After I played the game a little bit, he got frustrated by that and said \'well now the figure is £2,500\'. ""How do I know even if we were to pay that sum of money that this is going to stop? The truth is, it\'s not going to stop, he\'s going to come back a week later and say \'pay another £2,000 or I am going to post online that you paid me previously\' and it\'s just going to go on.""', 'They stopped the contact and then five days later, the fake one-star reviews began to roll in and they were accompanied by damaging comments which would put off potential customers. Seen by the BBC, one read: ""Disappoints with its lacklustre service and mediocre food quality, ambience was dull and prices did not justify the experience. Not recommended for deserning [sic] diners seeking quality dining.""Mr Morgan said they tried to report the fake reviews to Google but hit a dead end.""You can\'t actually say anything, Google gives you four categories to report it. ""You report it and it just says thank you for reporting. You get nothing else back.""He said he then typed out the complaint to Google but it was a chatbot who responded with some self-help guides after saying they did not understand the query.A Google spokesperson said: ""Our policies clearly state that reviews must be based on real experiences and information. ""We\'ve looked into this case and are removing the policy-violating content.""', ""Listen to the report on BBC Radio 4's You and Yours"", 'Then a review appeared on TripAdvisor, and was clearly fake as the reviewer mentioned items not on the menu at Liverpool\'s 8 Restaurant.It said: ""Wine list was very poor and very overpriced. Our chef Jake was fantastic but the lack of drinks choice and excessive price really lets this venue down, how can anyone warrant £90 for prosecco?""The pair said they do not serve prosecco at that venue nor do they employ a chef named Jake.One of the fake Google reviews was using a genuine person\'s profile photo who actually lives in Kentucky.The criminals had stolen her name and pictures, pretending to be her to post the fake reviews on Google.Mr Morgan said of the scam: ""I think this happens more, we are not just isolated. ""Unless we speak up about it, other people will bury their head in the sand, their businesses are going to get destroyed.""The public gives so much credence to online review platforms and you have got these people trying to destroy businesses that are operating in a lifeblood of employment.""I was thinking when is this going to stop?""Liverpool-born Mr Sheridan, who has appeared on the Great British Menu and Come Dine with Me The Professionals, added: ""There will be some people who will pay out of fear.""We have got a lot going on, the stress levels are already high, on top of it we have got some plonker trying it out, you take it personally.""', 'The businessmen reported the scam to Google, Action Fraud and TripAdvisor. Their flagship restaurant in Liverpool is in the Michelin Guide and was named Best Restaurant in the UK at the British Restaurant Awards in September.Fake reviews became such a big problem in June 2021 that the Competition and Markets Authority launched a formal investigation into Amazon and Google over concerns that they have not been doing enough to combat fake reviews on their sites.There are new laws on the way under the Digital Markets and Competition and Consumer Act, which includes the banning of submitting and commissioning fake reviews.']"
Widow 'scared all the time' by racist anti-social behaviour,https://www.bbc.com/news/articles/ckvgkl5w7l4o#1,Kumudini Nicola has complained to her local council about the issues but still faces abuse.,"Wed, 17 Jul 2024 05:11:12 GMT",2024-07-17 16:47:11.885737,"['A widow says she has been left ""scared all the time"" by a suspected racist campaign of anti-social behaviour which saw dog waste left on her doorstep.Kumudini Nicola, who said she was targeted soon after moving into a Darlington council house three years ago, has reported the abuse to police and the council but it has not stopped.Darlington Borough Council said it had ""taken action where appropriate"" and investigations were ""ongoing"".It comes as a BBC investigation found that councils in north-east England received 31,473 reports of anti-social behaviour in 2023, but issued penalties in fewer than 1% of cases.', 'The anti-social behaviour against Ms Nicola began with low-level vandalism and thefts from her garden but became more threatening, she said.The 58-year-old said one man shouted ""bad words"" about her skin colour and called her an ""ugly woman"".', 'Doorbell camera footage appeared to show someone urinating in her garden while laughing.""They have left dog poo on my doorstep,"" she said.""I can’t go out now. I am scared all the time.""', 'Ms Nicola is originally from Sri Lanka and has four children. She lives alone after her husband died from heart failure in 2017.She said the three-year campaign of abuse had left her physically and mentally unwell.""My blood pressure is really high and my hands are shaking all the time,"" she said.""I’ve got mental problems now. I can’t sleep.""Sometimes I am thinking about suicide.""Darlington Borough Council said: ""We can confirm we have followed up on issues raised by the tenant and taken action where appropriate. Investigations are ongoing and we continue to work with the tenant.""We take all reports of anti-social behaviour, racism and hate incidents very seriously. We use the whole range of powers and tools available to us as a landlord, taking appropriate, swift, and proportionate action when necessary. ""We aim to strike a balance between prevention, early intervention, support, and enforcement.""', 'Paul – a name the BBC has given him to protect his identity – said he lived in a ""constant world of stress"".His street in Jesmond, Newcastle, had become a ""playground for students"" at night, he said.He is ""on alert all the time"" after ""a lump of concrete the size of a baseball"" was thrown through his daughter\'s bedroom window.It landed on her bed along with ""shards of broken glass,"" he said.His daughter was not home that night.He said his neighbours claimed they saw a group, believed to be students, throw the concrete.""She would have ended up in A&E. Probably with life-changing injuries.""', 'Paul reported the incident but said anti-social behaviour still plagued his life.He said he faced issues with noise, broken glass on pavements, and students using ""people’s gardens as a toilet"".""We’ve had students running across the tops of cars,"" he added.Rats are also a major problem because ""bags of rubbish are just left out in the back lane"".In a joint statement, Newcastle and Northumbria Universities said they ""investigate all complaints received, and where appropriate, liaise with Northumbria Police and the City Council to visit students to remind them of their responsibilities"".""If anti-social behaviour continues then formal disciplinary measures may be taken in line with university policies,"" they added.', 'In 2014, a new law provided councils with more powers to deal with persistent offenders.Anti-Social Behaviour Orders (ASBOs) were replaced with Community Protection Notices (CPNs) and Civil Injunctions. They can be issued for non-violent antisocial behaviour, such as causing nuisance noise, allowing dogs to foul in public or being abusive to neighbours.North East councils received 31,473 reports of antisocial behaviour in 2023, but just 226 CPNs and 29 Civil Injunctions were issued, according to Freedom of Information requests.That is fewer than 1% of cases.Paul has reported more than 50 incidents to Newcastle City Council, which he accused of being ""extremely slow"" to respond to anti-social behaviour.""I don’t understand why they are so reluctant to use the powers they have,"" he said.""It’s not dealing with the problem.""Newcastle City Council said: ""Tackling anti-social behaviour is one of our key priorities, underpinned by the fact we are investing an extra £1.5m to tackle the issue.""It said Operation Oak – a joint initiative in Jesmond between the council, police and the city\'s two universities – helps ""keep residents safe and tackle noise, disorder and ASB issues"".', 'The charity ASB Help said the BBC’s findings showed legislation to tackle anti-social behaviour was ""not being used to its full potential"".Charlie Kay, the organisation’s deputy CEO, said victims were ""being let down by the people in a position to help them"".""We have practitioners working on the front line of ASB who do not understand or do not know the legislation 10 years on,"" she claimed.Ms Kay urged councils to do more to end the suffering for victims of anti-social behaviour.""It can push people to consider suicide and they take matters into their own hands,"" she said.A Labour Home Office spokesperson said: ""We have made clamping down on anti-social behaviour one of our first steps to delivering safer streets and more secure communities.""We have committed to delivering 13,000 new neighbourhood police and community support officers and the introduction of tough new powers to tackle repeat offending.""', 'If you have been affected by the issues raised in this article, support and information are available at the BBC Action Line.', 'Follow BBC North East on X (formerly Twitter), Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.']"
Two Brits missing in Sweden as bodies found in car,https://www.bbc.com/news/articles/c51ypvlwj58o#1,Swedish police are investigating the deaths of two men in Malmo as a suspected double murder. ,"Tue, 16 Jul 2024 20:56:19 GMT",2024-07-17 16:47:11.886150,"['Two British men reported missing in Sweden have been named, as their families launched an appeal for help locating them. Juan Cifuentes and Farooq Abdulrazak went to Denmark on Saturday and were expected to return to the UK on Sunday evening, but failed to do so.The news comes after Swedish police said two people, not yet identified by police, were found dead in a burned-out car on Sunday afternoon in Malmö. The deaths are being investigated as a suspected double murder, police said.  Asked about the incident, a Foreign Office spokesperson told the BBC it was ""supporting the families of two British men reported missing in Sweden and are in touch with the local authorities"". Police spokesman Patrtic Sors told the BBC he would not confirm the identity of the two men after reports in local media that they were believed to be British citizens.Mr Sors said he believed a British man had rented the car, a black Danish-registered Toyota Rav 4, at an airport in Denmark hours before the bodies were discovered in the Fosie industrial area of Malmö. Police said they were interested in any information and observations the public may have made of the car and the scene between 11:30 local time (10:30 BST) and 14:00 local time (13:00 BST) on Sunday. ']"
Labour's first King's Speech: What happened in 60 seconds,https://www.bbc.com/news/videos/cp08znej003o#2,The new Labour government's plans were read by King Charles in a speech to Parliament.,"Wed, 17 Jul 2024 11:58:28 GMT",2024-07-17 16:47:11.886392,
Is it a bird? Man scales street light to free seagull,https://www.bbc.com/news/videos/cl5y2yzl4gwo#2,Onlookers cheer an as-yet unknown man climbs lighting in Glasgow to rescue a trapped bird.,"Wed, 17 Jul 2024 10:14:21 GMT",2024-07-17 16:47:11.886525,
The mountain area where Jay Slater search ended,https://www.bbc.com/news/videos/c4ng77n1r3ro#2,Spanish officials confirm a body found during the search for Jay Slater is that of the missing teen.,"Tue, 16 Jul 2024 15:19:53 GMT",2024-07-17 16:47:11.886646,
England fan admits Euro winners tattoo is 'bonkers',https://www.bbc.com/news/videos/c8vdrydq67eo#2,But Dan Thomas says he is confident the Three Lions will win at Euro 2028.,"Tue, 16 Jul 2024 17:16:35 GMT",2024-07-17 16:47:11.886808,
From a buses bill to renter's rights - key points in King's Speech,https://www.bbc.com/news/articles/c51y7pqy1v3o#3,Summary of the government's plans for the coming months which have been set out by the King in a speech to Parliament.,"Wed, 17 Jul 2024 13:24:24 GMT",2024-07-17 16:47:11.886928,"['King Charles has outlined the new Labour government’s law-making plans in a speech to Parliament.The speech outlined 39 bills that minsters want to pass in the next parliamentary session, after their party’s return to power.Some of these, or a version of them, were originally tabled by the previous government but were not passed ahead of the election.Here is a summary of the main points.', ""A Planning and Infrastructure Bill will streamline the process for approving critical infrastructure, and overhaul rules on the compulsory purchase of landA Renters' Rights Bill, will ban so-called no fault evictions and extend a series of building safety rules for social tenants, known as Awaab's Law, to private rentersA draft Leasehold and Commonhold Reform Bill will curb ground rent for existing leaseholders, and ban forfeiture - where leaseholders are threatened with losing their home - over small unpaid debts"", 'A new state-owned energy investment and generation company, GB Energy, will be created by the Great British Energy BillA National Wealth Fund Bill will set up a new fund to invest £7.3bn over five years in infrastructure and green industryA Water (Special Measures) Bill will make the bosses of private water companies personally liable for lawbreaking, and give the water regulator new powers to ban bonuses ', 'A Passenger Railway Services Bill will allow the government to renationalise nearly all passenger rail services, when existing contracts expireA new body to oversee track and trains, Great British Railways, will be established by a separate Railways BillA Better Buses Bill will allow a wider range of local leaders to take over responsibility for running bus servicesA High Speed Rail Bill, previously tabled to build the now-scrapped northern leg of the HS2 rail link, will bring in powers to build new rail infrastructure in northern England', ""A Crime and Policing Bill will give police new powers to tackle antisocial behaviour and make assaulting shopworkers a specific crimeThe Terrorism (Protection of Premises) Bill, published in draft form by the Tories, will enact Martyn's Law, requiring large venues to put in place procedures to deal with the threat of terrorismA new Victims, Courts and Public Protection Bill will introduce new rules requiring offenders to attend sentencing hearings and to strip parental rights from child sex offenders"", 'A Border Security, Asylum and Immigration Bill will allow police to use counter-terror powers to tackle gangs smuggling migrants into the UK', ""Key points in King's Speech at a glanceFourteen measures from the King’s Speech analysed by BBC expertsFaisal Islam: Labour's plans are not a quick fix for UK economyWatch Labour's first King's Speech: What happened in 60 secondsWhat is the King's Speech and why is it important?"", 'An Employment Rights Bill will ban the ""exploitative"" use of zero-hours contracts and introduce various new workers’ rights promised ahead of the electionA Race Equality Bill will extend the right to make equal pay claims under the Equality Act to ethnic minority workers and disabled people, and bring in new pay reporting requirements for bigger firms', 'Labour will introduce a gradual ban on smoking by bringing back the Tobacco and Vapes Bill first announced under Rishi SunakA Mental Health Bill will tighten rules on sectioning people, and change the rules on care for people with learning difficultiesA Children\'s Wellbeing Bill will force councils in England to maintain registers of children not educated full-time in school, and deliver a manifesto promise for breakfast clubs in all primary schools in EnglandThe Skills England Bill will set up a new arms-length body of the same name to boost and regionalise trainingA draft Conversion Practices Bill will introduce new restrictions on ""abusive"" practices intended to change people\'s sexual orientation or gender identityAlthough a specific bill is not mentioned, the speech said ministers would bring in measures to remove the VAT exemption on private school fees', 'A Digital Information and Smart Data Bill will allow people to use digital ID to buy age-restricted products and for things like pre-employment checks A Cyber Security and Resilience Bill will set out new rules designed to protect critical infrastructure from attackers ', 'An English Devolution Bill will streamline the process to transfer more powers to elected mayors in combined council areasA new bill will phase out the remaining hereditary peers sitting in the House of LordsA separate bill will prolong measures designed to boost the number of female bishops in the House of Lords that are due to expire next yearAn as-yet unnamed bill will deliver a pledge for a ‘Hillsborough law’, in the wake of the football stadium disaster, to place a legal duty of candour on public servants', 'A Budget Responsibility Bill will ensure official forecasts have to take place ahead of BudgetsA Pension Schemes Bill will introduce new rules and requirements for private-sector pension schemesA bill will allow the Crown Estate to borrow from the government to invest in new infrastructure projects, an idea suggested under the previous Conservative administration ', 'Another law halted because of the election, the Football Governance Bill, will set up a regulator for the top five divisions of men’s footballThere is also a bill to set up an Armed Forces Commissioner, with powers to inspect faulty kit and military accommodation', 'Despite press reports, there was not a specific bill mentioned on regulating artificial intelligence - although the speech said ministers would bring in ""appropriate legislation"" to regulate the most powerful AI modelsLegislation to scrap the two-child benefit cap introduced in 2016, despite pressure from campaignersA bill to reduce the voting age to 16 - but Labour says it is still committed to bringing it in later onLegislation to reduce the retirement age in the House of Lords to 80 - with ministers saying the bill to remove hereditary peers would be the ""first step in wider reform"" of the upper chamberNo legislation was referenced on social care, amid reports the government is planning a cross-party review on reform options']"
Faisal Islam: Labour's plans are not a quick fix for UK economy,https://www.bbc.com/news/articles/c978n5ln7g3o#3,It will take well into next year before we see any impact on economic growth from these plans.,"Wed, 17 Jul 2024 14:06:53 GMT",2024-07-17 16:47:11.887044,"['The King’s Speech seeks to fix some of the plumbing, wiring and foundations of the economy to “get Britain building”.It will take well into next year before we see any impact on economic growth from these plans.In fact, the primary piece of legislation announced by His Majesty is to promote “economic stability”. This is noteworthy. Stability is not something that normally needs legislating for, but something which would be taken for granted in the UK.The plans outlined include a lot of fiddly changes to how the government makes big decisions on planning, infrastructure, housing and transport. The bottom line is to give private investors more certainty about the economy and about policy.The “Budget Responsibility Bill”, for example, is an elaborate way of saying there will never be another disastrous Liz Truss mini-Budget moment. No future chancellor will be able to wave away the judgement of the government’s independent financial forecaster the Office for Budget Responsibility (OBR) as occurred in late 2022, when Truss announced £45bn in unfunded tax cuts.The hope is that this will be such a rock of credibility and stability that investment into the UK will boom, and borrowing rates for householders, businesses and the government itself will fall back and not go back up again. Internally they call this “fixing the foundations”.', ""Follow live updates on the King's SpeechKey points in King's Speech at a glanceWhat is the King's Speech and why is it important?Watch Labour's first King's Speech: What happened in 60 seconds"", ""The OBR’s role in judging the affordability of every single policy, elsewhere in the speech, is now hard-wired. It also has an immediate role in judging whether all the other policies announced actually promote growth. This is the most power the OBR has ever had and gives it huge influence over this government's policies.Is this transformative? The government argues that stability itself is almost revolutionary after several years of rolling chaos. But does the chancellor really need legislation to prevent her from doing a Liz Truss?The really big consequence of this approach is to point to a moment this summer when the OBR will decide whether all these reforms actually will boost growth.It has previously given credit to policies that it expects to boost the economy, for example factoring in former chancellor Jeremy Hunt’s childcare policy into its growth forecasts.If the OBR does this again for Labour’s planned draft laws then it will help “improve the so called trade-offs” and there will be less pressure to cut spending or raise taxes.If the OBR does not believe Labour’s plans will boost growth significantly then it’s difficult to see how it can avoid raising taxes or detailing spending cuts at the forthcoming Autumn Budget and Spending Review.The government is using its large landslide majority to push through some politically painful changes that should boost growth longer term.It will be a wait to see if it works, and it’s currently putting a lot of emphasis on measures which may take a long time to deliver.""]"
What is the King's Speech and why is it important?,https://www.bbc.co.uk/news/uk-politics-32816450#3,Charles delivered the King's Speech as part of the State Opening of Parliament on 17 July 2024.,"Wed, 17 Jul 2024 10:52:55 GMT",2024-07-17 16:47:11.887159,[]
What does inflation mean?,https://www.bbc.co.uk/news/business-12196322#3,"The rate at which prices are rising has fallen from record highs, meeting the 2% target.","Wed, 17 Jul 2024 08:12:51 GMT",2024-07-17 16:47:11.887295,[]
